Species;PictureNumberTest;IndividualPlantNumberTest;PictureNumberAll;IndividualPlantNumberAll;PictureNumberTrain;IndividualPlantNumberTrain;1338909159599__artelab-gallo-run_OfficialScore_InverseRank;1339772364611__LIRIS_run_00_OfficialScore_InverseRank;1340331426139__ZhaoHFUT_run1_OfficialScore_InverseRank;1340331843469__ZhaoHFUT_run2_OfficialScore_InverseRank;1340332545702__ZhaoHFUT_run3_OfficialScore_InverseRank;1340355500493__results_cdd_plants2012_lpq_spyr_OfficialScore_InverseRank;1340355731188__result_latefusion_OfficialScore_InverseRank;1340442006232__result_latefusion1_OfficialScore_InverseRank;1340621173682__dbis_format_run01_visual_gps_qbe_204627_OfficialScore_InverseRank;1340621257880__dbis_format_run02_visual_qbe_998879_OfficialScore_InverseRank;1340646105047__IFSC USP_run1_OfficialScore_InverseRank;1340646169213__IFSC USP_run2_OfficialScore_InverseRank;1340800216179__run-imedia-comb_matching_form-seg_filt_romb_OfficialScore_InverseRank;1340914029811__Sabanci_Okan_run1_OfficialScore_InverseRank;1340914195368__Sabanci_Okan_run1_PhotosWithManuelSegm_OfficialScore_InverseRank;1340954813845__dbis_format_run04_clustering_visual_gps_OfficialScore_InverseRank;1340963576839__LirisReVeS_run2_OfficialScore_InverseRank;1340967474781__LIRIS_run_01_OfficialScore_InverseRank;1340969891703__dbis_format_run03_visual_gps_qbe_topk_150_250_OfficialScore_InverseRank;1340978702513__IFSC USP_run3_OfficialScore_InverseRank;1340981884347__run-imedia-shape_context-seg_romb_OfficialScore_InverseRank;1341060086533__thewho_run1_OfficialScore_InverseRank;1341067956101__RMIT_run1_OfficialScore_InverseRank;1341067995504__thewho_run2_OfficialScore_InverseRank;1341068124404__RMIT_run3_OfficialScore_InverseRank;1341068182642__RMIT_run2_OfficialScore_InverseRank;1341076598230__thewho_run3_OfficialScore_InverseRank;1341086902847__thewho_run4_OfficialScore_InverseRank;1341325862488__brainsignals_run1_OfficialScore_InverseRank;1341413130673__run-imedia-3_OfficialScore_InverseRank;
Morus alba;23;1;42;2;19;1;0.9130435;0.5579710;0.5504752;0.3751576;0.6865942;1.0000000;1.0000000;1.0000000;0.9782609;0.8038561;1.0000000;1.0000000;0.8492754;0.9347826;0.9347826;0.6304425;0.2210145;0.5921689;0.9278656;0.8985507;0.7137681;0.7681159;0.0000000;0.8913043;0.0000000;0.0000000;0.7137681;0.7753623;0.6086957;0.8695652;
Morus nigra;5;1;7;2;2;1;0.0000000;0.0000000;0.0162025;0.0164136;0.0157156;0.0301839;0.0242804;0.0222987;0.0099468;0.0086731;0.0000000;0.0806349;0.0000000;0.0000000;0.0000000;0.0082645;0.0000000;0.0000000;0.0122568;0.0145238;0.0000000;0.0000000;0.0000000;0.0000000;0.2000000;0.0000000;0.0000000;0.0000000;0.0000000;0.0093834;
Nerium oleander;12;1;100;2;88;1;0.9583333;0.6111111;0.8194444;0.8409091;1.0000000;0.5798611;0.7500000;0.7916667;0.0231992;0.6944444;0.5277778;0.6111111;0.9583333;0.9583333;0.9583333;0.5000000;0.3750000;0.9583333;0.0095169;0.2757353;0.5416667;1.0000000;0.0000000;1.0000000;0.0000000;0.0000000;0.6250000;1.0000000;1.0000000;0.9583333;
Olea europaea;54;2;204;8;150;6;0.9312500;0.5580060;0.9373958;0.9034658;0.9826389;0.9937500;0.9937500;0.9937500;0.9642857;0.6659226;1.0000000;0.9875000;1.0000000;1.0000000;1.0000000;1.0000000;0.9036905;0.9312500;0.9678646;0.7118051;0.9875000;0.9906250;0.0000000;0.9937500;0.0000000;0.0000000;0.9843750;0.9854167;0.8428571;0.8223214;
Ostrya carpinifolia;9;1;13;2;4;1;0.1851852;0.0000000;0.0269830;0.0218876;0.0268269;0.6388889;0.4417989;0.3549383;0.0458967;0.1557692;0.4085979;0.0000000;0.4351852;0.5277778;0.5277778;0.2261905;0.0555556;0.0000000;0.2185185;0.0332822;0.4814815;0.4351852;0.0000000;0.5555556;0.0000000;0.0000000;0.3123457;0.5777778;0.0000000;0.0762829;
Paliurus spina-christi;0;0;72;5;72;5;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
Phillyrea angustifolia;234;1;249;2;15;1;0.1407407;0.1377661;0.0957580;0.0400296;0.0689196;0.0225422;0.0376572;0.0648661;0.1276264;0.0133274;0.2559322;0.3007784;0.0000000;0.2270333;0.2270333;0.0138899;0.0017094;0.3881703;0.1222380;0.2392127;0.0130104;0.0131546;0.0000000;0.0099206;0.0000000;0.0000000;0.0478955;0.0157119;0.0000000;0.1165281;
Photinia serrulata;11;1;46;2;35;1;0.2181818;0.0619963;0.3232056;0.1863031;0.3522209;0.1351727;0.1300339;0.2645022;0.0091452;0.3062443;0.1397226;0.1462695;0.2212121;0.0585859;0.0585859;0.0117928;0.0303030;0.1063830;0.0091978;0.0317463;0.1038961;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;0.2624195;
Pistacia lentiscus;18;2;95;6;77;4;0.7702381;0.3959454;0.9642857;0.9642857;1.0000000;1.0000000;1.0000000;1.0000000;0.7496753;0.6558442;0.8238095;0.7339827;0.9642857;0.8214286;0.8214286;0.8365801;0.3226912;0.6032664;0.6539322;0.5372604;1.0000000;0.6669372;0.0000000;0.6561147;0.0000000;0.0000000;0.6490801;0.7158318;1.0000000;0.7564935;
Pistacia terebinthus;13;1;60;3;47;2;0.9615385;0.7307692;0.7925101;0.4900516;0.8589744;0.9615385;1.0000000;1.0000000;0.1336085;0.3503053;0.8910256;0.9615385;1.0000000;0.9102564;0.9102564;0.2564103;0.5641026;0.8512821;0.2043475;0.1079424;1.0000000;0.6987179;0.0000000;0.7051282;0.0000000;0.0000000;0.6948718;0.6923077;0.3846154;0.9230769;
Pittosporum tenuifolium;0;0;77;1;77;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
Pittosporum tobira;11;1;78;2;67;1;1.0000000;0.4659091;0.7857143;0.3871218;0.7954545;0.5060606;0.8363636;0.9393939;1.0000000;0.9545455;0.6287879;0.5306001;0.8636364;1.0000000;1.0000000;1.0000000;0.9545455;1.0000000;1.0000000;0.1996658;1.0000000;1.0000000;0.0000000;0.9545455;0.0000000;0.0000000;1.0000000;0.9545455;1.0000000;0.4889971;
Platanus x hispanica;12;1;61;2;49;1;0.5208333;0.3410714;0.3835820;0.1020070;0.3990817;0.0261885;0.0871452;0.4520051;0.0089963;0.1838584;0.3771715;0.4713248;0.7361111;0.6388889;0.6388889;0.0116666;0.1250000;0.6650871;0.0083801;0.0000000;0.6590278;0.3138889;0.0000000;0.1759259;0.0000000;0.0000000;0.6125000;0.5409722;0.5833333;0.7133185;
Populus alba;6;1;66;3;60;2;0.0000000;0.0000000;0.0558189;0.1135956;0.1273205;0.0219754;0.0312331;0.0377291;0.0156836;0.0327324;0.1185185;0.1017094;0.0208333;0.2666667;0.2666667;0.0115642;0.0000000;0.0155094;0.0156727;0.0477411;0.0333333;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;0.0169866;
Populus nigra;14;3;118;7;104;4;0.3027778;0.3986111;0.3880051;0.1871552;0.3751634;0.3874743;0.5379284;0.5852130;0.0188704;0.0838471;0.4386755;0.3601315;0.7116402;0.8759259;0.8759259;0.0328652;0.5000000;0.9460317;0.0130089;0.0820478;0.4444444;0.4635802;0.0000000;0.1063051;0.0000000;0.0000000;0.8121693;0.4700617;0.2222222;0.7703704;
Populus tremula;34;4;81;9;47;5;0.4750827;0.6587302;0.2426235;0.1380688;0.2797422;0.2552125;0.2945357;0.4597718;0.1319986;0.2535306;0.0247249;0.0511892;0.8305556;0.9814815;0.9814815;0.2933625;0.5321925;0.3967671;0.3000580;0.0119359;0.7393849;0.6805556;0.0000000;0.6597222;0.0000000;0.0000000;0.8055556;0.6836420;0.0833333;0.9272487;
Populus trichocarpa;2;1;4;2;2;1;0.0000000;0.0000000;0.0146474;0.0152387;0.0146435;0.0291385;0.0263340;0.0289916;0.0080000;0.0137164;0.0000000;0.0000000;0.0714286;0.0000000;0.0000000;0.0089400;0.0000000;0.0000000;0.0116279;0.0000000;0.0833333;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;0.0165299;
Prunus avium;14;2;50;5;36;3;0.2395833;0.5250271;0.2018733;0.0723111;0.1905206;0.1191604;0.1499333;0.2646642;0.0267582;0.0879841;0.2965446;0.0012755;0.6572917;0.8152778;0.8152778;0.0273832;0.0187500;0.2493963;0.0306252;0.0504132;0.4201389;0.3506944;0.0000000;0.0789352;0.0000000;0.0000000;0.6408730;0.3817460;0.2083333;0.8000992;
Prunus dulcis;12;1;22;2;10;1;0.2597222;0.4666667;0.0823016;0.0664929;0.0817786;0.6277778;0.4402778;0.4472222;0.0223114;0.1420083;0.6000000;0.6486111;0.6284722;0.1994048;0.1994048;0.2743282;0.2083333;0.3957702;0.0157102;0.0665704;0.1967593;0.2057540;0.0000000;0.2612103;0.0000000;0.0000000;0.1825066;0.2018188;0.0000000;0.6805556;
Prunus laurocerasus;12;1;51;2;39;1;0.9166667;0.0717788;0.8776882;0.6510417;0.8796296;0.9375000;0.9375000;0.9375000;0.0293239;0.1832041;0.9259259;0.0000000;1.0000000;0.8842593;0.8842593;0.1525974;0.2361111;0.5214015;0.0268118;0.9191176;0.9166667;0.0929894;0.0000000;0.0000000;0.0000000;0.0000000;0.3430556;0.1126984;0.5833333;0.7361111;
Prunus padus;4;1;8;2;4;1;0.0000000;0.0000000;0.0202117;0.0337563;0.0284560;0.1958333;0.1039773;0.0916667;0.1215278;0.0149854;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;0.0555556;0.0000000;0.0000000;0.2924242;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;0.0104668;
Prunus serotina;0;0;24;1;24;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
Prunus serrulata;0;0;0;0;0;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
Prunus spinosa;6;1;22;2;16;1;0.1388889;0.4126984;0.0450501;0.0316151;0.0403172;0.0090396;0.0193532;0.0286496;0.0133705;0.0226019;0.0000000;0.0000000;0.3194444;0.0000000;0.0000000;0.0176065;0.0555556;0.0454195;0.0113854;0.0000000;0.0000000;0.0654762;0.0000000;0.0000000;0.0000000;0.0000000;0.2083333;0.0000000;0.1666667;0.0646709;
Punica granatum;11;1;49;2;38;1;0.4015152;0.1093320;0.3955459;0.0948296;0.2791019;0.1338784;0.2635684;0.3761871;0.0090762;0.0558043;0.1846320;0.1457015;0.2113636;0.3287879;0.3287879;0.0117647;0.1666667;0.2412587;0.0176883;0.0000000;0.0484848;0.1742424;0.0000000;0.0660173;0.0000000;0.0000000;0.2833333;0.1516234;0.0909091;0.4616246;
Pyrus nivalis;0;0;0;0;0;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
Quercus cerris;20;2;32;5;12;3;0.5050366;0.6160409;0.0931692;0.0650476;0.1784245;0.8392857;0.8557692;0.8397436;0.9230769;0.9166667;0.8846154;0.0211570;0.7981685;0.7655678;0.7655678;0.7435897;0.3131868;0.5483974;0.9230769;0.7517908;0.7760073;0.9070513;0.0000000;0.9487179;0.0000000;0.0000000;0.7529304;0.9134615;0.5934066;0.1187497;
Quercus coccifera;0;0;49;3;49;3;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
Quercus ilex;21;2;162;9;141;7;0.8479167;0.1090188;0.6675347;0.3526831;0.7011892;0.5147712;0.7106203;0.7347222;0.4301266;0.4909028;0.5396961;0.5263032;0.5330357;0.8520833;0.8520833;0.3173167;0.1822917;0.6781250;0.3708446;0.2620952;0.7875000;0.4777381;0.0000000;0.4659896;0.0000000;0.0000000;0.4459375;0.4458333;0.5437500;0.8635417;
Quercus palustris;6;1;18;3;12;2;0.0000000;0.0446429;0.0640121;0.0209456;0.0329671;0.0251731;0.0337043;0.0634642;0.1111111;0.1323622;0.0336517;0.0000000;0.0555556;0.2222222;0.2222222;0.1666667;0.0833333;0.1666667;0.3063492;0.0755051;0.9166667;0.1750000;0.0000000;0.0393519;0.0000000;0.0000000;0.3888889;0.1861111;0.0000000;0.0950216;
Quercus petraea;28;2;69;5;41;3;0.8072917;0.4493191;0.6249115;0.5453125;0.8579545;0.8107639;0.8819444;0.9583333;0.4668579;0.5630357;0.8854167;0.9427083;0.8333333;0.7899306;0.7899306;0.5376982;0.3302951;0.7343750;0.5730125;0.7049107;0.9666667;0.8281250;0.0000000;0.8072917;0.0000000;0.0000000;0.8576389;0.8468750;0.6666667;0.9513889;
Quercus pubescens;0;0;42;3;42;3;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
Quercus robur;16;2;35;4;19;2;0.4562500;0.1956349;0.1037392;0.0257917;0.0512138;0.8814815;0.9250700;0.9036458;0.1561012;0.3894511;0.8541667;0.0017973;0.4375000;0.6006944;0.6006944;0.2707005;0.0833333;0.3328373;0.3870085;0.3869048;0.2506944;0.8288690;0.0000000;0.7118056;0.0000000;0.0000000;0.6244048;0.8520833;0.0416667;0.2397006;
Quercus rubra;5;1;26;3;21;2;0.1666667;0.7666667;0.0694459;0.0391562;0.0894587;0.4233333;0.2685714;0.2952381;0.0168362;0.1629572;0.0823478;0.1268998;0.2233333;0.4485714;0.4485714;0.0208333;0.1500000;0.4250000;0.0144952;0.0000000;0.8000000;0.2500000;0.0000000;0.1221429;0.0000000;0.0000000;0.3500000;0.2333333;0.0000000;0.1785965;
Rhamnus alaternus;2;1;108;5;106;4;0.0000000;0.0000000;0.0402597;0.0358796;0.0156853;0.0528075;0.0692568;0.0904762;0.0100000;0.0523504;0.0319473;0.0384615;0.5833333;0.3055556;0.3055556;0.0116963;0.0000000;0.4166667;0.0227273;0.0000000;0.1250000;0.0833333;0.0000000;0.0000000;0.0000000;0.0000000;0.0555556;0.0000000;0.0000000;0.2250000;
Rhamnus cathartica;16;1;43;2;27;1;0.0000000;0.1639633;0.0308412;0.0269746;0.0241058;0.0130713;0.0141897;0.0136505;0.0129196;0.0304571;0.0015244;0.0078855;0.1114583;0.0156250;0.0156250;0.0171513;0.0937500;0.0759018;0.0239073;0.0000000;0.0000000;0.0069444;0.0000000;0.0000000;0.0000000;0.0000000;0.0326141;0.0062500;0.0000000;0.2953125;
Rhus coriaria;0;0;55;1;55;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
Rhus typhina;0;0;0;0;0;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
Robinia pseudoacacia;27;3;82;11;55;8;0.4263426;0.3485858;0.4906943;0.5362647;0.8989198;0.3206053;0.7004459;0.7766590;0.6753623;0.6704340;0.5426183;0.5160163;1.0000000;0.7400463;0.7400463;0.9814815;0.1655864;0.7485317;0.6932502;0.1762796;0.7730379;0.4265432;0.0000000;0.4629115;0.0000000;0.0000000;0.4267541;0.4327932;0.7638889;0.7343222;
Ruscus aculeatus;21;1;136;3;115;2;1.0000000;0.0558502;1.0000000;1.0000000;1.0000000;1.0000000;1.0000000;1.0000000;1.0000000;1.0000000;1.0000000;1.0000000;1.0000000;1.0000000;1.0000000;0.9761905;0.9523810;0.9523810;1.0000000;1.0000000;1.0000000;1.0000000;0.0000000;1.0000000;0.0000000;0.0000000;1.0000000;1.0000000;1.0000000;0.9761905;
Salix alba;7;1;14;2;7;1;0.0000000;0.0000000;0.0343513;0.0128095;0.0194871;0.4880952;0.1505102;0.1513605;0.0394548;0.0129653;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;0.0270270;0.0000000;0.0227927;0.0877860;0.0338273;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;0.0197515;
Salix caprea;2;1;28;2;26;1;0.0000000;0.0000000;0.0151709;0.0090119;0.0097749;0.0256579;0.0253530;0.0235588;0.0106979;0.0717593;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;0.0128205;0.0000000;0.0356280;0.0240999;0.0000000;0.0000000;0.0000000;0.0000000;0.0714286;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;0.2916667;
Salix cinerea;1;1;3;2;2;1;0.0000000;0.0000000;0.0116279;0.0123457;0.0114943;0.0181818;0.0181818;0.0169492;0.0105263;0.0083333;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;0.0082645;0.0000000;0.0000000;0.0166667;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;0.0158730;
Salix fragilis;1;1;3;2;2;1;0.0000000;0.0000000;0.0172414;0.0204082;0.0208333;0.0500000;0.0322581;0.0294118;0.0116279;0.0109890;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;0.0085470;0.0000000;0.0000000;0.0101010;0.0000000;0.2500000;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;0.0185185;
Sambucus nigra;6;1;15;2;9;1;0.1388889;0.2984848;0.1187279;0.3429293;0.2279762;0.8333333;0.8333333;0.9166667;0.1819444;0.0868505;0.9166667;0.0258386;1.0000000;0.8518519;0.8518519;0.3416667;0.0000000;1.0000000;0.1301300;0.0220450;0.4722222;0.1666667;0.0000000;0.0972222;0.0000000;0.0000000;0.3333333;0.2500000;0.0000000;0.0941751;
Sophora japonica;6;1;41;3;35;2;0.2000000;0.1087302;0.1310056;0.2260585;0.3068726;0.2181713;0.2535613;0.3273737;0.0091885;0.2751984;0.2825397;0.2224946;0.7222222;0.4722222;0.4722222;0.0097787;0.0833333;0.1130351;0.0139867;0.0222453;0.9166667;0.2069444;0.0000000;0.1421296;0.0000000;0.0000000;0.3779762;0.3085317;0.0000000;0.6388889;
Sorbus aria;0;0;0;0;0;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
Sorbus aucuparia;0;0;0;0;0;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
Sorbus domestica;20;1;41;3;21;2;0.2958333;0.1868254;0.1722664;0.1330840;0.2490379;0.3147817;0.3318651;0.3676984;0.0323656;0.4213204;0.6700000;0.4579167;1.0000000;0.8291667;0.8291667;1.0000000;0.1250000;0.2533011;0.0324145;0.2752895;0.8850000;0.5724206;0.0000000;0.7541667;0.0000000;0.0000000;0.2145635;0.5245040;0.2500000;0.7833333;
Sorbus intermedia;8;1;10;2;2;1;0.0000000;0.0000000;0.0202438;0.0201808;0.0214651;0.3281250;0.2802083;0.2531250;0.0408367;0.0172621;0.0531011;0.0000000;0.2239583;0.1326389;0.1326389;0.0492298;0.0000000;0.0000000;0.0419145;0.0187500;0.2687500;0.5180556;0.0000000;0.4270833;0.0000000;0.0000000;0.2075893;0.6979167;0.0000000;0.0133932;
Sorbus latifolia;8;1;12;2;4;1;0.0000000;0.0000000;0.0160777;0.0127798;0.0129449;0.2208333;0.1938988;0.1812049;0.0158730;0.0129725;0.0032895;0.0000000;0.0000000;0.0000000;0.0000000;0.0193779;0.0000000;0.0000000;0.0093899;0.0149267;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;0.0200712;
Sorbus torminalis;8;1;16;2;8;1;0.6041667;0.3000000;0.1014182;0.0459545;0.1236673;0.0348987;0.0337822;0.0409376;0.0137231;0.3928571;0.1656791;0.0303112;0.1845238;0.3375000;0.3375000;0.0171398;0.1250000;0.5226501;0.0245499;0.0560670;0.0000000;0.0125000;0.0000000;0.0000000;0.0000000;0.0000000;0.0250000;0.0138889;0.1250000;0.2357233;
Syringa vulgaris;14;2;85;11;71;9;0.6750000;0.0296523;0.4966150;0.3559591;0.5988095;0.4868687;0.3313696;0.5638889;0.2663441;0.1235496;0.1828660;0.2468519;0.8857143;1.0000000;1.0000000;0.2309259;0.1944444;0.4924812;0.1885378;0.0739789;0.6685185;0.8592593;0.0000000;0.7138889;0.0000000;0.0000000;0.7750000;0.8509259;0.4777778;0.2639815;
Tilia cordata;1;1;26;3;25;2;0.5000000;0.5000000;0.0909091;0.2000000;0.2000000;1.0000000;1.0000000;1.0000000;0.0357143;1.0000000;0.3333333;0.0000000;0.5000000;0.2500000;0.2500000;0.0200000;0.0000000;0.3333333;0.0129870;0.0000000;1.0000000;1.0000000;0.0000000;0.2000000;0.0000000;0.0000000;1.0000000;0.5000000;1.0000000;0.3333333;
Tilia platyphyllos;10;1;21;2;11;1;0.0000000;0.0333333;0.0253451;0.0143370;0.0165233;0.0328667;0.0373089;0.0409694;0.6500000;0.0123508;0.4634524;0.0065408;0.0000000;0.0200000;0.0200000;0.0200529;0.0000000;0.0708818;0.0499598;0.6000000;0.0250000;0.0000000;0.0000000;0.0000000;0.5000000;0.0000000;0.0125000;0.0000000;0.0000000;0.0142729;
Tilia x europaea;0;0;2;1;2;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
Ulmus laevis;10;1;13;2;3;1;0.0500000;0.0000000;0.0275967;0.0222044;0.0257342;0.4783333;0.3816667;0.3183333;0.2112302;0.0917070;0.0499925;0.0000000;0.2500000;0.1453968;0.1453968;0.2859524;0.0333333;0.0000000;0.2685276;0.1286204;0.0125000;0.2200000;0.0000000;0.2250000;0.0000000;0.0000000;0.2000000;0.2166667;0.0000000;0.0162451;
Ulmus minor;18;3;173;6;155;3;0.7476190;0.2120181;0.1735520;0.0722662;0.2056972;0.7787197;0.8285714;0.8769841;0.5611111;0.4518398;0.0308719;0.0457316;0.7638889;0.7500000;0.7500000;0.3777286;0.1416667;0.5983766;0.4277985;0.0009921;0.4900794;0.4790249;0.0000000;0.4140023;0.0000000;0.0000000;0.5355064;0.5051587;0.3928571;0.9583333;
Viburnum lantana;7;1;33;3;26;2;0.1071429;0.1771825;0.0663898;0.0383347;0.0714340;0.0368322;0.0661033;0.0842391;0.0167501;0.0403731;0.1352608;0.1126984;0.4404762;0.0714286;0.0714286;0.0181459;0.0714286;0.3786415;0.0106546;0.1589002;0.0000000;0.1964286;0.0000000;0.1000000;0.0000000;0.0000000;0.3968254;0.1952381;0.0000000;0.3250960;
Viburnum opulus;21;2;45;5;24;3;0.8312500;0.3351563;0.2549916;0.0948601;0.2257717;0.8843750;0.9343750;0.9343750;0.3374601;0.5880060;0.5135665;0.4751167;0.9187500;0.8664435;0.8664435;0.7031250;0.2366667;0.6068948;0.6280048;0.3122034;0.4174851;0.7744792;0.0000000;0.8500000;0.2875000;0.0000000;0.5706101;0.8557292;0.5125000;0.4451623;
Viburnum tinus;25;2;166;8;141;6;0.8875000;0.0776516;0.7091121;0.4961662;0.7056548;0.8116912;0.8378472;0.9000000;0.8875000;0.8041667;0.6741667;0.6500000;0.9875000;0.8473214;0.8473214;0.5687500;0.5517857;0.7166667;0.9333333;0.1992242;1.0000000;0.8572917;0.0000000;0.7865179;0.0000000;0.0000000;0.8238095;0.8562500;0.7000000;0.5346795;
Vitex agnus-castus;5;1;62;6;57;5;0.5666667;0.2000000;0.5383333;0.2811111;0.5416667;0.4753623;0.9000000;0.9000000;0.0867857;0.4166667;0.6066667;0.2852381;0.7000000;0.8000000;0.8000000;0.0909091;0.1000000;0.1000000;0.0431489;0.0565987;0.7333333;0.8000000;0.0000000;0.2952381;0.0000000;0.0000000;1.0000000;0.4666667;1.0000000;0.8000000;
Xanthium strumarium;0;0;0;0;0;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
