type;image;succes;family;genus;species;plantId;author;FakeRunsAtImageCLEF2012Task/perfectRun.txt;FakeRunsAtImageCLEF2012Task/randomRun_0.txt;FakeRunsAtImageCLEF2012Task/randomRun_1.txt;FakeRunsAtImageCLEF2012Task/randomRun_2.txt;FakeRunsAtImageCLEF2012Task/randomRun_3.txt;FakeRunsAtImageCLEF2012Task/randomRun_4.txt;
TYPE_NAME_SCAN;10776.jpg;1;;;;543;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;688.jpg;1;;;;80;Daniel Barthelemy;1;0;0;0;0;0;
TYPE_NAME_SCAN;8764.jpg;1;;;;397;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;9433.jpg;1;;;;498;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;10972.jpg;1;;;;759;Jean-Francois Molino;1;0;0;0;0;0;
TYPE_NAME_SCAN;5678.jpg;1;;;;277;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;9420.jpg;1;;;;759;Jean-Francois Molino;1;0;0;0;0;0;
TYPE_NAME_SCAN;9698.jpg;1;;;;362;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;4945.jpg;1;;;;482;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;1397.jpg;1;;;;1119;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;4839.jpg;1;;;;759;Jean-Francois Molino;1;0;0;0;0;0;
TYPE_NAME_SCAN;8901.jpg;1;;;;827;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;2569.jpg;1;;;;759;Jean-Francois Molino;1;0;0;0;0;0;
TYPE_NAME_SCAN;10614.jpg;1;;;;1099;Veronique Nolan;1;0;0;0;0;0;
TYPE_NAME_SCAN;4661.jpg;1;;;;711;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;8472.jpg;1;;;;768;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;8655.jpg;1;;;;498;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;3997.jpg;1;;;;806;Daniel Barthelemy;1;0;0;0;0;0;
TYPE_NAME_SCAN;2192.jpg;1;;;;202;Laetitia Goeau;1;0;0;0;0;0;
TYPE_NAME_SCAN;10315.jpg;1;;;;915;Herve Goeau;1;0;0;0;0;0;
TYPE_NAME_SCAN;2666.jpg;1;;;;530;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;11376.jpg;1;;;;759;Jean-Francois Molino;1;0;0;0;0;0;
TYPE_NAME_SCAN;11426.jpg;1;;;;1040;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;8334.jpg;1;;;;119;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;8641.jpg;1;;;;80;Daniel Barthelemy;1;0;0;0;0;0;
TYPE_NAME_SCAN;4489.jpg;1;;;;283;Herve Goeau;1;0;0;0;0;0;
TYPE_NAME_SCAN;11379.jpg;1;;;;230;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;8393.jpg;1;;;;381;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;11119.jpg;1;;;;850;Daniel Barthelemy;1;0;0;0;0;0;
TYPE_NAME_SCAN;11339.jpg;1;;;;1119;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;9854.jpg;1;;;;443;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;821.jpg;1;;;;1074;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;1455.jpg;1;;;;940;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;1611.jpg;1;;;;759;Jean-Francois Molino;1;0;0;0;0;0;
TYPE_NAME_SCAN;11319.jpg;1;;;;968;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;11226.jpg;1;;;;234;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;3315.jpg;1;;;;1051;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;5734.jpg;1;;;;1051;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;7964.jpg;1;;;;74;Herve Goeau;1;0;0;0;0;0;
TYPE_NAME_SCAN;3151.jpg;1;;;;877;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;5884.jpg;1;;;;900;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;5347.jpg;1;;;;205;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;47.jpg;1;;;;1039;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;11186.jpg;1;;;;975;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;2619.jpg;1;;;;690;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;2370.jpg;1;;;;920;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;10434.jpg;1;;;;895;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;1820.jpg;1;;;;1101;Daniel Barthelemy;1;0;0;0;0;0;
TYPE_NAME_SCAN;10602.jpg;1;;;;283;Herve Goeau;1;0;0;0;0;0;
TYPE_NAME_SCAN;5502.jpg;1;;;;759;Jean-Francois Molino;1;0;0;0;0;0;
TYPE_NAME_SCAN;847.jpg;1;;;;571;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;2879.jpg;1;;;;968;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;9466.jpg;1;;;;982;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;11460.jpg;1;;;;381;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;6676.jpg;1;;;;599;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;7061.jpg;1;;;;655;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;10589.jpg;3;;;;1021;Annick Larbouillat;1;0;0;1;1;0;
TYPE_NAME_SCAN;10779.jpg;1;;;;759;Jean-Francois Molino;1;0;0;0;0;0;
TYPE_NAME_SCAN;10765.jpg;1;;;;785;Eric Leguay;1;0;0;0;0;0;
TYPE_NAME_SCAN;11540.jpg;1;;;;1051;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;10821.jpg;1;;;;711;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;3996.jpg;1;;;;152;Daniel Barthelemy;1;0;0;0;0;0;
TYPE_NAME_SCAN;238.jpg;1;;;;926;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;8911.jpg;2;;;;378;Annick Larbouillat;1;0;0;1;0;0;
TYPE_NAME_SCAN;10681.jpg;1;;;;711;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;1905.jpg;1;;;;711;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;3399.jpg;1;;;;1071;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;10963.jpg;1;;;;772;Veronique Nolan;1;0;0;0;0;0;
TYPE_NAME_SCAN;1931.jpg;2;;;;759;Jean-Francois Molino;1;1;0;0;0;0;
TYPE_NAME_SCAN;8769.jpg;1;;;;264;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;11383.jpg;1;;;;362;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;1599.jpg;1;;;;284;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;11041.jpg;1;;;;1037;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;5632.jpg;1;;;;1097;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;10691.jpg;1;;;;32;Laetitia Goeau;1;0;0;0;0;0;
TYPE_NAME_SCAN;9960.jpg;1;;;;806;Daniel Barthelemy;1;0;0;0;0;0;
TYPE_NAME_SCAN;10920.jpg;1;;;;702;Daniel Barthelemy;1;0;0;0;0;0;
TYPE_NAME_SCAN;10882.jpg;1;;;;482;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;11165.jpg;2;;;;606;Annick Larbouillat;1;0;1;0;0;0;
TYPE_NAME_SCAN;10672.jpg;1;;;;264;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;7346.jpg;1;;;;682;Herve Goeau;1;0;0;0;0;0;
TYPE_NAME_SCAN;11272.jpg;1;;;;827;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;7733.jpg;1;;;;800;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;1520.jpg;1;;;;887;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;8130.jpg;1;;;;378;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;8731.jpg;1;;;;915;Herve Goeau;1;0;0;0;0;0;
TYPE_NAME_SCAN;11569.jpg;2;;;;985;Annick Larbouillat;1;0;1;0;0;0;
TYPE_NAME_SCAN;10572.jpg;1;;;;759;Jean-Francois Molino;1;0;0;0;0;0;
TYPE_NAME_SCAN;10578.jpg;1;;;;982;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;3677.jpg;1;;;;1021;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;11430.jpg;2;;;;1071;Annick Larbouillat;1;1;0;0;0;0;
TYPE_NAME_SCAN;10726.jpg;1;;;;1024;Eric Leguay;1;0;0;0;0;0;
TYPE_NAME_SCAN;5382.jpg;1;;;;711;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;2527.jpg;1;;;;248;Laetitia Goeau;1;0;0;0;0;0;
TYPE_NAME_SCAN;7537.jpg;1;;;;759;Jean-Francois Molino;1;0;0;0;0;0;
TYPE_NAME_SCAN;7399.jpg;1;;;;1110;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;10576.jpg;1;;;;264;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;10125.jpg;1;;;;523;Herve Goeau;1;0;0;0;0;0;
TYPE_NAME_SCAN;11060.jpg;1;;;;759;Jean-Francois Molino;1;0;0;0;0;0;
TYPE_NAME_SCAN;5591.jpg;1;;;;702;Daniel Barthelemy;1;0;0;0;0;0;
TYPE_NAME_SCAN;8694.jpg;1;;;;792;Herve Goeau;1;0;0;0;0;0;
TYPE_NAME_SCAN;7118.jpg;1;;;;474;Herve Goeau;1;0;0;0;0;0;
TYPE_NAME_SCAN;10367.jpg;1;;;;939;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;10686.jpg;1;;;;626;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;3932.jpg;1;;;;940;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;5594.jpg;1;;;;80;Daniel Barthelemy;1;0;0;0;0;0;
TYPE_NAME_SCAN;9690.jpg;1;;;;985;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;10934.jpg;1;;;;759;Jean-Francois Molino;1;0;0;0;0;0;
TYPE_NAME_SCAN;6670.jpg;1;;;;759;Jean-Francois Molino;1;0;0;0;0;0;
TYPE_NAME_SCAN;10729.jpg;1;;;;530;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;4699.jpg;1;;;;581;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;11125.jpg;1;;;;297;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;11244.jpg;1;;;;481;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;9747.jpg;1;;;;853;Laetitia Goeau;1;0;0;0;0;0;
TYPE_NAME_SCAN;4360.jpg;1;;;;876;Veronique Nolan;1;0;0;0;0;0;
TYPE_NAME_SCAN;1774.jpg;1;;;;804;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;8706.jpg;1;;;;608;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;11133.jpg;1;;;;31;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;1783.jpg;1;;;;1102;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;8538.jpg;1;;;;177;Eric Leguay;1;0;0;0;0;0;
TYPE_NAME_SCAN;11391.jpg;1;;;;177;Eric Leguay;1;0;0;0;0;0;
TYPE_NAME_SCAN;7082.jpg;1;;;;759;Jean-Francois Molino;1;0;0;0;0;0;
TYPE_NAME_SCAN;5611.jpg;1;;;;202;Laetitia Goeau;1;0;0;0;0;0;
TYPE_NAME_SCAN;1840.jpg;1;;;;1068;Laetitia Goeau;1;0;0;0;0;0;
TYPE_NAME_SCAN;1171.jpg;2;;;;920;Pierre Bonnet;1;0;0;1;0;0;
TYPE_NAME_SCAN;11011.jpg;1;;;;917;Laetitia Goeau;1;0;0;0;0;0;
TYPE_NAME_SCAN;8180.jpg;1;;;;655;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;1767.jpg;1;;;;900;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;3430.jpg;1;;;;840;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;9369.jpg;1;;;;940;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;11153.jpg;1;;;;887;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;311.jpg;1;;;;80;Daniel Barthelemy;1;0;0;0;0;0;
TYPE_NAME_SCAN;8382.jpg;1;;;;759;Jean-Francois Molino;1;0;0;0;0;0;
TYPE_NAME_SCAN;4603.jpg;2;;;;1054;Pierre Bonnet;1;0;0;0;1;0;
TYPE_NAME_SCAN;10888.jpg;1;;;;917;Laetitia Goeau;1;0;0;0;0;0;
TYPE_NAME_SCAN;11000.jpg;1;;;;1080;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;4765.jpg;1;;;;297;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;11461.jpg;1;;;;1072;Veronique Nolan;1;0;0;0;0;0;
TYPE_NAME_SCAN;2661.jpg;1;;;;81;Eric Leguay;1;0;0;0;0;0;
TYPE_NAME_SCAN;11085.jpg;2;;;;406;Herve Goeau;1;0;1;0;0;0;
TYPE_NAME_SCAN;11131.jpg;1;;;;711;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;2720.jpg;2;;;;1042;Annick Larbouillat;1;0;1;0;0;0;
TYPE_NAME_SCAN;11183.jpg;1;;;;534;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;10743.jpg;1;;;;1026;Herve Goeau;1;0;0;0;0;0;
TYPE_NAME_SCAN;10441.jpg;1;;;;152;Daniel Barthelemy;1;0;0;0;0;0;
TYPE_NAME_SCAN;4391.jpg;1;;;;264;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;1584.jpg;1;;;;530;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;400.jpg;1;;;;151;Eric Leguay;1;0;0;0;0;0;
TYPE_NAME_SCAN;11129.jpg;1;;;;230;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;7455.jpg;1;;;;1036;Herve Goeau;1;0;0;0;0;0;
TYPE_NAME_SCAN;10649.jpg;1;;;;940;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;7558.jpg;1;;;;940;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;9756.jpg;1;;;;702;Daniel Barthelemy;1;0;0;0;0;0;
TYPE_NAME_SCAN;5562.jpg;1;;;;788;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;10903.jpg;1;;;;788;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;10128.jpg;1;;;;897;Laetitia Goeau;1;0;0;0;0;0;
TYPE_NAME_SCAN;10551.jpg;1;;;;1066;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;5639.jpg;1;;;;1036;Herve Goeau;1;0;0;0;0;0;
TYPE_NAME_SCAN;4437.jpg;1;;;;815;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;6534.jpg;1;;;;230;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;905.jpg;2;;;;759;Jean-Francois Molino;1;1;0;0;0;0;
TYPE_NAME_SCAN;322.jpg;1;;;;759;Jean-Francois Molino;1;0;0;0;0;0;
TYPE_NAME_SCAN;11281.jpg;1;;;;759;Jean-Francois Molino;1;0;0;0;0;0;
TYPE_NAME_SCAN;7160.jpg;1;;;;853;Laetitia Goeau;1;0;0;0;0;0;
TYPE_NAME_SCAN;1542.jpg;1;;;;523;Herve Goeau;1;0;0;0;0;0;
TYPE_NAME_SCAN;2697.jpg;1;;;;443;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;5973.jpg;1;;;;1051;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;10571.jpg;1;;;;806;Daniel Barthelemy;1;0;0;0;0;0;
TYPE_NAME_SCAN;3584.jpg;1;;;;806;Daniel Barthelemy;1;0;0;0;0;0;
TYPE_NAME_SCAN;9400.jpg;1;;;;1074;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;7116.jpg;1;;;;893;Laetitia Goeau;1;0;0;0;0;0;
TYPE_NAME_SCAN;6599.jpg;1;;;;1066;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;10645.jpg;1;;;;1104;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;8736.jpg;1;;;;1000;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;5237.jpg;1;;;;913;Loic L.;1;0;0;0;0;0;
TYPE_NAME_SCAN;9868.jpg;1;;;;806;Daniel Barthelemy;1;0;0;0;0;0;
TYPE_NAME_SCAN;10939.jpg;1;;;;759;Jean-Francois Molino;1;0;0;0;0;0;
TYPE_NAME_SCAN;9992.jpg;1;;;;711;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;7150.jpg;1;;;;521;Laetitia Goeau;1;0;0;0;0;0;
TYPE_NAME_SCAN;1177.jpg;1;;;;581;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;10522.jpg;1;;;;1054;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;6590.jpg;1;;;;702;Daniel Barthelemy;1;0;0;0;0;0;
TYPE_NAME_SCAN;10617.jpg;1;;;;446;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;5424.jpg;1;;;;1026;Herve Goeau;1;0;0;0;0;0;
TYPE_NAME_SCAN;10990.jpg;1;;;;1024;Eric Leguay;1;0;0;0;0;0;
TYPE_NAME_SCAN;9836.jpg;1;;;;1040;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;10280.jpg;1;;;;982;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;2611.jpg;1;;;;530;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;1392.jpg;1;;;;378;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;518.jpg;1;;;;759;Jean-Francois Molino;1;0;0;0;0;0;
TYPE_NAME_SCAN;7142.jpg;1;;;;759;Jean-Francois Molino;1;0;0;0;0;0;
TYPE_NAME_SCAN;11451.jpg;1;;;;799;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;8593.jpg;1;;;;464;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;7060.jpg;1;;;;1051;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;662.jpg;1;;;;523;Herve Goeau;1;0;0;0;0;0;
TYPE_NAME_SCAN;3504.jpg;1;;;;446;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;7598.jpg;1;;;;939;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;1773.jpg;1;;;;920;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;10179.jpg;2;;;;530;Annick Larbouillat;1;0;0;0;1;0;
TYPE_NAME_SCAN;10218.jpg;1;;;;759;Jean-Francois Molino;1;0;0;0;0;0;
TYPE_NAME_SCAN;10138.jpg;1;;;;1035;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;10462.jpg;1;;;;202;Laetitia Goeau;1;0;0;0;0;0;
TYPE_NAME_SCAN;10655.jpg;1;;;;759;Jean-Francois Molino;1;0;0;0;0;0;
TYPE_NAME_SCAN;4126.jpg;1;;;;759;Jean-Francois Molino;1;0;0;0;0;0;
TYPE_NAME_SCAN;11016.jpg;1;;;;685;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;2786.jpg;1;;;;152;Daniel Barthelemy;1;0;0;0;0;0;
TYPE_NAME_SCAN;11293.jpg;1;;;;481;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;11152.jpg;1;;;;406;Herve Goeau;1;0;0;0;0;0;
TYPE_NAME_SCAN;11500.jpg;1;;;;711;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;8369.jpg;1;;;;711;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;4452.jpg;2;;;;759;Jean-Francois Molino;1;0;0;0;1;0;
TYPE_NAME_SCAN;10682.jpg;1;;;;1038;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;4295.jpg;1;;;;1074;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;7988.jpg;1;;;;1068;Laetitia Goeau;1;0;0;0;0;0;
TYPE_NAME_SCAN;1328.jpg;1;;;;788;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;10695.jpg;1;;;;759;Jean-Francois Molino;1;0;0;0;0;0;
TYPE_NAME_SCAN;3957.jpg;1;;;;926;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;11380.jpg;1;;;;920;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;9707.jpg;1;;;;982;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;4225.jpg;1;;;;655;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;10651.jpg;1;;;;1042;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;10596.jpg;1;;;;725;Laetitia Goeau;1;0;0;0;0;0;
TYPE_NAME_SCAN;10508.jpg;2;;;;534;Pierre Bonnet;1;0;0;0;1;0;
TYPE_NAME_SCAN;3913.jpg;1;;;;362;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;11493.jpg;1;;;;806;Daniel Barthelemy;1;0;0;0;0;0;
TYPE_NAME_SCAN;10769.jpg;1;;;;650;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;7936.jpg;1;;;;759;Jean-Francois Molino;1;0;0;0;0;0;
TYPE_NAME_SCAN;5190.jpg;1;;;;273;Veronique Nolan;1;0;0;0;0;0;
TYPE_NAME_SCAN;11480.jpg;1;;;;378;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;9426.jpg;1;;;;850;Daniel Barthelemy;1;0;0;0;0;0;
TYPE_NAME_SCAN;11140.jpg;1;;;;907;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;7182.jpg;1;;;;234;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;6012.jpg;1;;;;1066;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;11536.jpg;1;;;;523;Herve Goeau;1;0;0;0;0;0;
TYPE_NAME_SCAN;10588.jpg;1;;;;759;Jean-Francois Molino;1;0;0;0;0;0;
TYPE_NAME_SCAN;4444.jpg;1;;;;604;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;6855.jpg;1;;;;274;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;11506.jpg;1;;;;464;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;11365.jpg;1;;;;482;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;11512.jpg;1;;;;804;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;10613.jpg;1;;;;152;Daniel Barthelemy;1;0;0;0;0;0;
TYPE_NAME_SCAN;11499.jpg;1;;;;887;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;3367.jpg;2;;;;1049;Herve Goeau;1;0;1;0;0;0;
TYPE_NAME_SCAN;10789.jpg;1;;;;1024;Eric Leguay;1;0;0;0;0;0;
TYPE_NAME_SCAN;9845.jpg;1;;;;1119;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;11375.jpg;1;;;;571;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;11462.jpg;1;;;;177;Eric Leguay;1;0;0;0;0;0;
TYPE_NAME_SCAN;11116.jpg;1;;;;230;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;2613.jpg;1;;;;804;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;3356.jpg;1;;;;80;Daniel Barthelemy;1;0;0;0;0;0;
TYPE_NAME_SCAN;8463.jpg;1;;;;759;Jean-Francois Molino;1;0;0;0;0;0;
TYPE_NAME_SCAN;2248.jpg;1;;;;1024;Eric Leguay;1;0;0;0;0;0;
TYPE_NAME_SCAN;1663.jpg;1;;;;521;Laetitia Goeau;1;0;0;0;0;0;
TYPE_NAME_SCAN;10659.jpg;1;;;;804;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;4071.jpg;2;;;;568;Annick Larbouillat;1;0;1;0;0;0;
TYPE_NAME_SCAN;6870.jpg;1;;;;498;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;7836.jpg;1;;;;1042;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;11232.jpg;1;;;;1021;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;8164.jpg;1;;;;32;Laetitia Goeau;1;0;0;0;0;0;
TYPE_NAME_SCAN;11433.jpg;1;;;;581;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;10756.jpg;1;;;;288;Veronique Nolan;1;0;0;0;0;0;
TYPE_NAME_SCAN;11318.jpg;1;;;;1110;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;10665.jpg;1;;;;1000;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;11168.jpg;1;;;;650;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;5124.jpg;1;;;;1051;Annick Larbouillat;1;0;0;0;0;0;
TYPE_NAME_SCAN;2639.jpg;1;;;;759;Jean-Francois Molino;1;0;0;0;0;0;
TYPE_NAME_SCAN;5172.jpg;1;;;;1118;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;3676.jpg;1;;;;1110;Pierre Bonnet;1;0;0;0;0;0;
TYPE_NAME_SCAN;5371.jpg;1;;;;759;Jean-Francois Molino;1;0;0;0;0;0;
TYPE_NAME_SCAN;11404.jpg;1;;;;982;Pierre Bonnet;1;0;0;0;0;0;
